,Germany,Germany,Germany,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Spain,Spain,Spain,France,France,France
,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio
date,,,,,,,,,,,,,,,,,,
2022-10-05,15176,2,0.00013178703215603585,1991.0,0.0,0.0,1848.0,0.0,0.0,6817.0,2.0,0.00029338418659234265,19998,8,0.00040004000400040005,8043,2,0.0002486634340420241
2022-10-06,16325,1,6.125574272588055e-05,1945.0,1.0,0.0005141388174807198,1990.0,0.0,0.0,6985.0,1.0,0.00014316392269148176,19984,0,0.0,8038,2,0.0002488181139586962
2022-10-07,16149,1,6.192333890643384e-05,1876.0,1.0,0.0005330490405117271,1822.0,0.0,0.0,6653.0,2.0,0.0003006162633398467,18967,4,0.0002108926029419518,8176,3,0.0003669275929549902
2022-10-08,9311,1,0.0001073998496402105,1235.0,0.0,0.0,1504.0,0.0,0.0,4629.0,1.0,0.00021602937999567941,12013,1,8.324315325064514e-05,5182,4,0.0007719027402547279
2022-10-09,11404,1,8.768853034023149e-05,1366.0,0.0,0.0,1174.0,0.0,0.0,3984.0,1.0,0.000251004016064257,12236,2,0.00016345210853220007,5110,2,0.0003913894324853229
2022-10-10,15081,3,0.00019892580067634773,1791.0,0.0,0.0,1934.0,0.0,0.0,6781.0,1.0,0.0001474708745022858,18393,5,0.0002718425487957375,7784,5,0.0006423432682425488
2022-10-11,15766,1,6.342762907522517e-05,1840.0,0.0,0.0,1866.0,0.0,0.0,6780.0,1.0,0.00014749262536873156,18669,16,0.0008570357276768975,8142,4,0.0004912797838368951
2022-10-12,17092,1,5.850690381465013e-05,1939.0,0.0,0.0,1823.0,2.0,0.0010970927043335162,6877.0,2.0,0.0002908244874218409,13020,1,7.680491551459293e-05,8175,3,0.0003669724770642202
2022-10-13,17262,3,0.0001737921445950643,1972.0,0.0,0.0,1770.0,0.0,0.0,7200.0,5.0,0.0006944444444444445,18622,1,5.369992482010525e-05,8154,1,0.0001226391954868776
2022-10-14,16580,4,0.00024125452352231604,1954.0,0.0,0.0,1921.0,0.0,0.0,6848.0,2.0,0.0002920560747663551,17827,4,0.00022437875133224884,7817,4,0.0005117052577715236
2022-10-15,9710,0,0.0,1264.0,0.0,0.0,1504.0,0.0,0.0,4871.0,0.0,0.0,11658,8,0.0006862240521530279,5092,1,0.00019638648860958367
2022-10-16,10780,2,0.00018552875695732838,1168.0,4.0,0.003424657534246575,1111.0,0.0,0.0,4433.0,2.0,0.00045116174148432213,12086,7,0.0005791825252358101,5080,1,0.0001968503937007874
2022-10-17,16407,2,0.00012189918937039069,1916.0,0.0,0.0,1879.0,0.0,0.0,6831.0,1.0,0.00014639145073927682,19269,2,0.00010379365820748353,8136,0,0.0
2022-10-18,15860,0,0.0,1932.0,0.0,0.0,1843.0,0.0,0.0,6929.0,1.0,0.0001443209698369173,19258,11,0.0005711911932703292,8123,5,0.0006155361319709467
2022-10-19,17117,0,0.0,1997.0,0.0,0.0,1900.0,0.0,0.0,6862.0,1.0,0.0001457301078402798,19142,22,0.0011493051927698255,8109,3,0.0003699593044765076
2022-10-20,17607,3,0.0001703867779860283,1977.0,0.0,0.0,2047.0,0.0,0.0,7183.0,4.0,0.0005568703884170959,19501,22,0.0011281472744987437,8345,8,0.0009586578789694428
2022-10-21,17492,5,0.00028584495769494624,1811.0,0.0,0.0,1823.0,0.0,0.0,7165.0,4.0,0.0005582693649685974,18450,11,0.0005962059620596206,8054,2,0.00024832381425378696
2022-10-22,10608,1,9.42684766214178e-05,1278.0,0.0,0.0,1597.0,0.0,0.0,4979.0,1.0,0.0002008435428800964,12033,3,0.0002493143854400399,5182,3,0.0005789270551910459
2022-10-23,11911,2,0.00016791201410460918,1245.0,1.0,0.0008032128514056225,1138.0,0.0,0.0,4162.0,1.0,0.0002402691013935608,12015,11,0.0009155222638368705,5485,3,0.0005469462169553327
2022-10-24,16432,6,0.00036514118792599804,1857.0,1.0,0.0005385029617662897,1887.0,0.0,0.0,6673.0,4.0,0.0005994305409860632,19243,19,0.0009873720313880372,7469,7,0.0009372071227741331
2022-10-25,17212,2,0.00011619800139437602,1742.0,0.0,0.0,2043.0,0.0,0.0,7037.0,0.0,0.0,20349,13,0.0006388520320408865,7734,2,0.0002585983966899405
2022-10-26,17717,3,0.00016932889315346842,1258.0,0.0,0.0,1950.0,0.0,0.0,7217.0,2.0,0.0002771234585007621,19756,31,0.0015691435513261794,7607,5,0.0006572893387669252
2022-10-27,17895,61,0.0034087734003911707,1816.0,0.0,0.0,2040.0,0.0,0.0,7155.0,4.0,0.0005590496156533892,20441,10,0.0004892128565138692,7847,11,0.0014018096087676818
2022-10-28,17199,1,5.8142915285772426e-05,1803.0,0.0,0.0,1857.0,0.0,0.0,6563.0,10.0,0.0015236934328813044,20370,40,0.0019636720667648502,7653,8,0.0010453416960669018
2022-10-29,10481,2,0.00019082148649937983,1303.0,0.0,0.0,1387.0,0.0,0.0,4504.0,3.0,0.0006660746003552398,12196,1,8.199409642505739e-05,5043,4,0.000793178663493952
2022-10-30,11808,0,0.0,1131.0,1.0,0.0008841732979664014,1365.0,1.0,0.0007326007326007326,4093.0,1.0,0.0002443195699975568,11400,6,0.0005263157894736842,4847,0,0.0
2022-10-31,15146,2,0.00013204806549584047,1495.0,0.0,0.0,1902.0,0.0,0.0,6090.0,1.0,0.00016420361247947455,17764,7,0.0003940553929295204,6746,3,0.0004447079750963534
2022-11-01,13866,5,0.0003605942593393913,1158.0,0.0,0.0,1776.0,0.0,0.0,4695.0,0.0,0.0,12258,4,0.00032631750693424703,6151,3,0.00048772557307754836
2022-11-02,16735,3,0.000179265013444876,1893.0,0.0,0.0,2065.0,0.0,0.0,6417.0,4.0,0.0006233442418575658,19131,3,0.00015681354869060687,7399,3,0.0004054601973239627
2022-11-03,17708,6,0.00033882990738649197,1949.0,0.0,0.0,1957.0,0.0,0.0,6765.0,2.0,0.00029563932002956393,20321,6,0.00029526105998720537,7516,3,0.0003991484832357637
2022-11-04,17143,2,0.00011666569445254623,1808.0,0.0,0.0,1919.0,0.0,0.0,6803.0,1.0,0.00014699397324709687,18893,23,0.0012173820991901762,7382,2,0.000270929287455974
2022-11-05,10642,2,0.00018793459875963165,1280.0,0.0,0.0,1495.0,0.0,0.0,5067.0,2.0,0.00039471087428458656,12383,2,0.00016151174997981103,5195,3,0.0005774783445620789
2022-11-06,11585,7,0.0006042296072507553,1267.0,0.0,0.0,1135.0,0.0,0.0,4378.0,4.0,0.0009136592051164915,12273,5,0.0004073983541106494,5122,0,0.0
2022-11-07,16392,6,0.00036603221083455345,1782.0,0.0,0.0,1856.0,0.0,0.0,6387.0,5.0,0.0007828401440425865,19261,3,0.00015575515289964178,7635,1,0.0001309757694826457
2022-11-08,17503,7,0.0003999314403245158,1943.0,0.0,0.0,1912.0,0.0,0.0,6950.0,5.0,0.0007194244604316547,19702,5,0.0002537813419957365,7802,8,0.0010253781081773904
2022-11-09,17845,14,0.0007845334827682824,2046.0,0.0,0.0,2045.0,1.0,0.0004889975550122249,7436.0,2.0,0.00026896180742334586,17730,2,0.00011280315848843768,8081,6,0.0007424823660438064
2022-11-10,17619,4,0.0002270276406152449,1943.0,0.0,0.0,2015.0,0.0,0.0,7195.0,2.0,0.0002779708130646282,19893,37,0.0018599507364399537,8250,9,0.001090909090909091
2022-11-11,17636,1,5.670220004536176e-05,1847.0,2.0,0.0010828370330265296,1896.0,0.0,0.0,7006.0,1.0,0.00014273479874393378,19063,1,5.245764045533232e-05,6161,2,0.00032462262619704593
2022-11-12,10106,3,0.00029685335444290523,1284.0,0.0,0.0,1440.0,0.0,0.0,4875.0,1.0,0.00020512820512820512,11509,2,0.00017377704405248067,4858,1,0.0002058460271716756
2022-11-13,11801,0,0.0,1200.0,0.0,0.0,1145.0,0.0,0.0,4057.0,0.0,0.0,11668,19,0.0016283853273911552,5016,0,0.0
2022-11-14,16212,0,0.0,1912.0,0.0,0.0,1760.0,0.0,0.0,6376.0,0.0,0.0,19401,4,0.00020617493943611155,7644,0,0.0
2022-11-15,17234,2,0.00011604966925844261,1884.0,0.0,0.0,1937.0,0.0,0.0,6761.0,1.0,0.00014790711433219938,20316,2,9.844457570387872e-05,7933,1,0.00012605571662674902
2022-11-16,38756,0,0.0,2020.0,0.0,0.0,1996.0,1.0,0.000501002004008016,6987.0,1.0,0.0001431229426077,20225,2,9.888751545117429e-05,7993,2,0.00025021894157387716
2022-11-17,17931,0,0.0,1963.0,0.0,0.0,2052.0,0.0,0.0,6920.0,1.0,0.00014450867052023122,19757,4,0.00020245988763476237,7978,1,0.000125344697919278
2022-11-18,17719,2,0.00011287318697443423,1837.0,0.0,0.0,1941.0,0.0,0.0,6606.0,5.0,0.0007568876778686043,19790,2,0.0001010611419909045,8238,1,0.00012138868657441127
2022-11-19,9807,2,0.00020393596410727031,1347.0,1.0,0.0007423904974016332,1252.0,0.0,0.0,4703.0,1.0,0.00021263023601956197,12424,4,0.0003219575016097875,5409,4,0.0007395082270290257
2022-11-20,11088,1,9.018759018759019e-05,1206.0,0.0,0.0,1382.0,0.0,0.0,4181.0,0.0,0.0,12051,7,0.0005808646585345615,5272,0,0.0
2022-11-21,16377,66,0.004030042132258656,1899.0,0.0,0.0,1890.0,0.0,0.0,6649.0,1.0,0.00015039855617386073,19265,5,0.0002595380223202699,8038,0,0.0
2022-11-22,16836,18,0.0010691375623663579,1975.0,0.0,0.0,1976.0,0.0,0.0,7081.0,0.0,0.0,20938,5,0.00023880026745629954,8335,3,0.00035992801439712057
2022-11-23,17640,2,0.00011337868480725624,1962.0,0.0,0.0,1982.0,0.0,0.0,7166.0,2.0,0.00027909572983533354,20582,1,4.8586143231950245e-05,8139,4,0.000491460867428431
2022-11-24,17633,2,0.0001134236942097204,1934.0,0.0,0.0,2111.0,0.0,0.0,7012.0,1.0,0.0001426126640045636,20723,4,0.00019302224581383003,8367,3,0.00035855145213338117
2022-11-25,17286,3,0.00017355085039916696,1807.0,0.0,0.0,1901.0,0.0,0.0,6917.0,2.0,0.00028914269191846175,19817,0,0.0,8273,1,0.00012087513598452798
2022-11-26,10425,0,0.0,1285.0,0.0,0.0,1522.0,0.0,0.0,4749.0,0.0,0.0,12813,1,7.804573480059315e-05,5360,1,0.00018656716417910448
2022-11-27,11358,6,0.0005282620179609086,1148.0,0.0,0.0,1370.0,2.0,0.00145985401459854,3750.0,1.0,0.0002666666666666667,12994,2,0.00015391719255040788,5101,5,0.0009801999607920015
2022-11-28,16261,3,0.00018449049873931492,1863.0,0.0,0.0,2005.0,0.0,0.0,6382.0,2.0,0.00031338138514572234,19826,1,5.043881771411278e-05,7937,1,0.00012599218848431397
2022-11-29,17453,4,0.000229186959262018,1986.0,0.0,0.0,2011.0,0.0,0.0,6779.0,0.0,0.0,21008,6,0.0002856054836252856,8198,1,0.00012198097096852891
2022-11-30,18515,1,5.4010261949770455e-05,2115.0,1.0,0.00047281323877068556,2023.0,0.0,0.0,7000.0,2.0,0.00028571428571428574,21367,24,0.0011232274067487246,8305,1,0.00012040939193257074
2022-12-01,18526,3,0.00016193457843031414,1927.0,0.0,0.0,2038.0,0.0,0.0,6946.0,2.0,0.00028793550244745177,20864,4,0.00019171779141104295,8217,2,0.00024339783375927954
2022-12-02,18137,4,0.0002205436400727794,1846.0,0.0,0.0,1958.0,0.0,0.0,6520.0,1.0,0.00015337423312883436,19396,18,0.000928026397195298,7947,2,0.00025166729583490623
2022-12-03,10239,0,0.0,1246.0,0.0,0.0,1493.0,1.0,0.0006697923643670462,4784.0,0.0,0.0,12534,0,0.0,5106,1,0.00019584802193497845
2022-12-04,11291,0,0.0,1175.0,0.0,0.0,1120.0,1.0,0.0008928571428571428,4088.0,1.0,0.0002446183953033268,11763,5,0.0004250616339369209,5180,0,0.0
2022-12-05,17410,5,0.0002871912693854107,1880.0,0.0,0.0,2011.0,0.0,0.0,6844.0,0.0,0.0,18481,2,0.00010821925220496727,7911,2,0.0002528125395019593
2022-12-06,19089,4,0.00020954476400020954,1935.0,0.0,0.0,1955.0,0.0,0.0,6857.0,1.0,0.00014583637159107482,13676,1,7.312079555425563e-05,8116,1,0.0001232134056185313
2022-12-07,17400,0,0.0,1786.0,0.0,0.0,1954.0,0.0,0.0,6608.0,5.0,0.0007566585956416465,17259,0,0.0,7794,3,0.00038491147036181676
2022-12-08,18428,0,0.0,1286.0,0.0,0.0,1871.0,0.0,0.0,4729.0,2.0,0.00042292239374074856,13739,4,0.00029114200451270107,8093,1,0.0001235635734585444
2022-12-09,17622,7,0.000397230734309386,1693.0,0.0,0.0,1880.0,0.0,0.0,6151.0,0.0,0.0,17927,1,5.5781781670106545e-05,7971,2,0.0002509095471082675
2022-12-10,10424,0,0.0,1218.0,0.0,0.0,1481.0,0.0,0.0,4672.0,2.0,0.0004280821917808219,12217,0,0.0,5333,0,0.0
2022-12-11,11084,0,0.0,1164.0,0.0,0.0,1173.0,0.0,0.0,3748.0,2.0,0.0005336179295624333,12064,1,8.289124668435013e-05,4984,1,0.00020064205457463884
2022-12-12,16757,3,0.0001790296592468819,1841.0,0.0,0.0,1924.0,0.0,0.0,6529.0,0.0,0.0,19505,2,0.00010253781081773904,7804,0,0.0
2022-12-13,17355,5,0.0002881014116969173,1897.0,0.0,0.0,2047.0,0.0,0.0,6965.0,0.0,0.0,19977,0,0.0,8051,1,0.00012420817289777666
2022-12-14,18167,2,0.00011008972312434634,1995.0,0.0,0.0,1936.0,0.0,0.0,6535.0,3.0,0.0004590665646518745,20026,3,0.00014980525317087785,8137,0,0.0
2022-12-15,18143,38,0.002094471697073251,1942.0,0.0,0.0,2038.0,0.0,0.0,6845.0,1.0,0.00014609203798392987,19260,5,0.00025960539979231567,8039,2,0.00024878716258241074
2022-12-16,17381,2,0.00011506817789540303,1855.0,0.0,0.0,1909.0,0.0,0.0,6892.0,1.0,0.00014509576320371445,18760,0,0.0,7652,3,0.0003920543648719289
2022-12-17,9932,0,0.0,1213.0,0.0,0.0,1447.0,0.0,0.0,4658.0,0.0,0.0,12501,20,0.0015998720102391808,5239,2,0.0003817522427944264
2022-12-18,11084,3,0.00027066041140382533,1184.0,0.0,0.0,1189.0,0.0,0.0,3758.0,0.0,0.0,12313,6,0.0004872898562494924,4993,0,0.0
2022-12-19,16462,7,0.00042522172275543676,1736.0,0.0,0.0,1863.0,0.0,0.0,6367.0,0.0,0.0,18675,5,0.0002677376171352075,7094,2,0.000281928390188892
2022-12-20,16522,5,0.0003026268006294637,1803.0,1.0,0.0005546311702717693,1800.0,0.0,0.0,6022.0,2.0,0.00033211557622052476,19553,8,0.00040914437682197104,6819,0,0.0
2022-12-21,17037,0,0.0,1778.0,0.0,0.0,1777.0,0.0,0.0,6439.0,3.0,0.00046591085572293835,19058,9,0.0004722426277678665,6645,2,0.00030097817908201655
2022-12-22,16371,7,0.00042758536436381404,1736.0,0.0,0.0,1846.0,0.0,0.0,6005.0,4.0,0.0006661115736885929,19213,3,0.0001561442773122365,6420,3,0.00046728971962616824
2022-12-23,15218,3,0.00019713497174398737,1468.0,0.0,0.0,1596.0,0.0,0.0,5732.0,1.0,0.00017445917655268666,16649,6,0.00036038200492522073,6129,2,0.00032631750693424703
2022-12-24,8237,1,0.00012140342357654485,807.0,0.0,0.0,1060.0,0.0,0.0,3150.0,2.0,0.0006349206349206349,8412,2,0.00023775558725630053,3565,1,0.00028050490883590464
2022-12-25,7650,2,0.00026143790849673205,662.0,0.0,0.0,761.0,0.0,0.0,2193.0,0.0,0.0,6991,1,0.00014304105278214847,3129,1,0.00031959092361776926
2022-12-26,10711,2,0.00018672392867145925,969.0,0.0,0.0,1021.0,0.0,0.0,3148.0,0.0,0.0,10996,5,0.0004547108039287013,5080,0,0.0
2022-12-27,15213,3,0.00019719976336028398,1427.0,0.0,0.0,1429.0,0.0,0.0,5202.0,0.0,0.0,16069,21,0.0013068641483601966,5553,0,0.0
2022-12-28,15238,1,6.56254101588135e-05,1539.0,0.0,0.0,1565.0,0.0,0.0,5314.0,4.0,0.0007527286413248024,15668,0,0.0,5773,0,0.0
2022-12-29,15027,0,0.0,1530.0,0.0,0.0,1625.0,0.0,0.0,5597.0,0.0,0.0,16226,1,6.16294835449279e-05,6000,0,0.0
2022-12-30,15232,0,0.0,1553.0,0.0,0.0,1484.0,0.0,0.0,5176.0,1.0,0.00019319938176197836,15524,12,0.0007729966503478485,5631,0,0.0
2022-12-31,8807,0,0.0,999.0,0.0,0.0,1356.0,0.0,0.0,3514.0,0.0,0.0,9463,11,0.001162422064884286,3997,2,0.0005003752814610958
2023-01-01,9541,1,0.00010481081647626035,1049.0,0.0,0.0,914.0,0.0,0.0,3029.0,0.0,0.0,7436,0,0.0,3694,0,0.0
2023-01-02,15177,1,6.588917440864466e-05,1524.0,0.0,0.0,1009.0,0.0,0.0,5082.0,4.0,0.0007870916961826052,14098,0,0.0,6297,2,0.0003176115610608226
2023-01-03,15424,1,6.483402489626556e-05,1656.0,0.0,0.0,1739.0,0.0,0.0,5507.0,0.0,0.0,15737,3,0.00019063353879392514,7179,0,0.0
2023-01-04,15961,0,0.0,1714.0,0.0,0.0,1775.0,0.0,0.0,5712.0,1.0,0.00017507002801120448,15896,10,0.0006290890790135883,7525,4,0.00053156146179402
2023-01-05,16162,5,0.0003093676525182527,1435.0,0.0,0.0,1790.0,0.0,0.0,5580.0,3.0,0.0005376344086021505,14772,2,0.00013539128080151638,7659,1,0.0001305653479566523
2023-01-06,15010,2,0.00013324450366422385,1184.0,0.0,0.0,1780.0,0.0,0.0,4199.0,1.0,0.00023815194093831864,10979,3,0.00027324892977502506,7519,1,0.0001329964090969544
2023-01-07,9658,1,0.00010354110581901015,1166.0,0.0,0.0,1409.0,0.0,0.0,4096.0,0.0,0.0,10699,1,9.346667912889055e-05,4879,0,0.0
2023-01-08,11361,1,8.802042073761112e-05,1132.0,0.0,0.0,1044.0,0.0,0.0,3733.0,0.0,0.0,11382,9,0.0007907221929362151,4812,0,0.0
2023-01-09,16510,2,0.00012113870381586917,1740.0,0.0,0.0,1946.0,0.0,0.0,6073.0,1.0,0.00016466326362588507,17706,9,0.0005083022704168078,7822,0,0.0
2023-01-10,18716,4,0.00021372088053002778,1912.0,0.0,0.0,2032.0,0.0,0.0,6455.0,1.0,0.00015491866769945777,18248,8,0.00043840420868040335,8031,1,0.00012451749470800648
2023-01-11,18340,2,0.00010905125408942203,1891.0,0.0,0.0,2056.0,0.0,0.0,6772.0,0.0,0.0,19595,8,0.0004082674151569278,8171,9,0.0011014563700893403
2023-01-12,17853,1,5.6012995014843446e-05,1879.0,0.0,0.0,2057.0,0.0,0.0,6883.0,1.0,0.0001452854859799506,19366,6,0.0003098213363626975,8044,3,0.00037294878170064644
2023-01-13,17275,7,0.0004052098408104197,1849.0,0.0,0.0,2049.0,0.0,0.0,6382.0,2.0,0.00031338138514572234,18043,21,0.0011638862716843096,8015,0,0.0
2023-01-14,10108,0,0.0,1257.0,0.0,0.0,1660.0,0.0,0.0,4742.0,0.0,0.0,12285,4,0.0003256003256003256,5099,0,0.0
2023-01-15,10794,0,0.0,1102.0,0.0,0.0,1218.0,0.0,0.0,4050.0,0.0,0.0,11398,3,0.00026320407088962973,5147,0,0.0
2023-01-16,16593,1,6.02663773880552e-05,1881.0,0.0,0.0,2055.0,0.0,0.0,6284.0,2.0,0.00031826861871419476,18865,2,0.0001060164325470448,7925,1,0.00012618296529968455
2023-01-17,17563,1,5.693788077207766e-05,1933.0,0.0,0.0,2014.0,0.0,0.0,6954.0,3.0,0.0004314063848144953,19717,3,0.00015215296444692398,8157,0,0.0
2023-01-18,17246,1,5.798446016467587e-05,1897.0,0.0,0.0,2007.0,0.0,0.0,6978.0,1.0,0.00014330753797649757,20286,1,4.929508035098097e-05,8067,3,0.0003718854592785422
2023-01-19,18459,1,5.417411560756271e-05,1967.0,0.0,0.0,2096.0,0.0,0.0,6959.0,9.0,0.0012932892656990947,19984,4,0.00020016012810248197,7603,0,0.0
2023-01-20,17741,2,0.00011273321684234259,1875.0,0.0,0.0,2094.0,0.0,0.0,7028.0,2.0,0.0002845759817871372,18829,0,0.0,8113,0,0.0
2023-01-21,10693,0,0.0,1246.0,0.0,0.0,1677.0,0.0,0.0,5174.0,0.0,0.0,12760,1,7.836990595611286e-05,5311,1,0.00018828845791752966
2023-01-22,11421,0,0.0,1261.0,0.0,0.0,1195.0,0.0,0.0,4188.0,0.0,0.0,12312,11,0.0008934372969460688,5165,2,0.0003872216844143272
2023-01-23,17397,1,5.748117491521527e-05,1799.0,0.0,0.0,1809.0,0.0,0.0,6686.0,1.0,0.00014956625785222854,19032,3,0.00015762925598991173,7833,2,0.00025533001404315077
2023-01-24,18167,0,0.0,1937.0,0.0,0.0,1929.0,0.0,0.0,6954.0,1.0,0.0001438021282714984,20311,11,0.0005415784550243711,8326,0,0.0
2023-01-25,18189,9,0.0004948045522018803,2025.0,0.0,0.0,2102.0,0.0,0.0,7245.0,2.0,0.00027605244996549346,19612,36,0.001835610850499694,8274,0,0.0
2023-01-26,17772,1,5.6268287193337834e-05,1908.0,1.0,0.0005241090146750524,2040.0,0.0,0.0,7219.0,1.0,0.00013852334118298935,19000,5,0.0002631578947368421,8182,1,0.0001222195062331948
2023-01-27,17890,6,0.0003353828954723309,1937.0,1.0,0.0005162622612287042,2023.0,1.0,0.0004943153732081067,6375.0,0.0,0.0,17938,30,0.0016724272494146504,8154,0,0.0
2023-01-28,10924,0,0.0,1258.0,0.0,0.0,1476.0,0.0,0.0,5226.0,1.0,0.00019135093761959434,12363,4,0.000323546064870986,5165,1,0.0001936108422071636
2023-01-29,11918,3,0.0002517200872629636,1303.0,0.0,0.0,1209.0,1.0,0.0008271298593879239,4297.0,0.0,0.0,12449,3,0.00024098321150293196,5386,2,0.0003713330857779428
2023-01-30,17372,3,0.0001726916877734285,1867.0,0.0,0.0,1896.0,0.0,0.0,7051.0,0.0,0.0,19556,17,0.0008692984250357947,8075,2,0.0002476780185758514
2023-01-31,17982,1,5.5611166722277836e-05,1967.0,0.0,0.0,1967.0,0.0,0.0,7123.0,0.0,0.0,19928,4,0.0002007226013649137,7604,0,0.0
2023-02-01,18173,1,5.502668794365267e-05,2042.0,0.0,0.0,2083.0,0.0,0.0,7459.0,0.0,0.0,20353,6,0.00029479683584729524,8598,0,0.0
2023-02-02,17886,0,0.0,1897.0,0.0,0.0,1942.0,0.0,0.0,7143.0,2.0,0.0002799944001119978,19517,1,5.1237382794486854e-05,8165,0,0.0
2023-02-03,17367,3,0.00017274140611504577,1889.0,0.0,0.0,1885.0,0.0,0.0,7110.0,0.0,0.0,18477,4,0.000216485360177518,8253,3,0.0003635041802980734
2023-02-04,10553,0,0.0,1206.0,0.0,0.0,1522.0,0.0,0.0,5032.0,2.0,0.000397456279809221,12872,0,0.0,5263,0,0.0
2023-02-05,12073,2,0.00016565890830779425,1203.0,0.0,0.0,1142.0,0.0,0.0,4044.0,2.0,0.0004945598417408506,12094,19,0.0015710269555151315,5231,0,0.0
2023-02-06,17240,1,5.80046403712297e-05,1730.0,0.0,0.0,2045.0,0.0,0.0,6760.0,0.0,0.0,19042,1,5.2515492070160695e-05,7680,4,0.0005208333333333333
2023-02-07,17046,1,5.8664789393406076e-05,1795.0,0.0,0.0,1833.0,0.0,0.0,7049.0,2.0,0.0002837281883955171,19810,2,0.00010095911155981827,7955,2,0.000251414204902577
2023-02-08,21387,2,9.351475195212044e-05,1811.0,0.0,0.0,1973.0,0.0,0.0,7300.0,0.0,0.0,20393,7,0.00034325503849360077,8123,2,0.0002462144527883787
2023-02-09,17633,2,0.0001134236942097204,1806.0,1.0,0.0005537098560354374,1966.0,0.0,0.0,7389.0,1.0,0.00013533631073216944,20320,4,0.0001968503937007874,8056,1,0.00012413108242303873
2023-02-10,18167,0,0.0,1849.0,0.0,0.0,1951.0,0.0,0.0,7373.0,2.0,0.0002712600027126,19309,7,0.00036252524729400796,8041,3,0.000373087924387514
2023-02-11,10345,1,9.666505558240696e-05,1316.0,0.0,0.0,1486.0,0.0,0.0,4991.0,4.0,0.0008014425966740132,13395,6,0.0004479283314669653,5122,1,0.0001952362358453729
2023-02-12,12288,1,8.138020833333333e-05,1293.0,0.0,0.0,1261.0,0.0,0.0,4869.0,2.0,0.00041076196344218524,13027,1,7.676364473785215e-05,4887,2,0.0004092490280335584
2023-02-13,16498,1,6.06134076857801e-05,1819.0,1.0,0.0005497526113249038,1869.0,0.0,0.0,7004.0,0.0,0.0,18911,3,0.00015863782983448787,7288,1,0.00013721185510428101
2023-02-14,17979,1,5.562044607597753e-05,1979.0,0.0,0.0,2034.0,0.0,0.0,7250.0,0.0,0.0,19758,8,0.0004048992813037757,7403,1,0.00013508037282182898
2023-02-15,18679,2,0.0001070721130681514,1984.0,0.0,0.0,2091.0,0.0,0.0,7270.0,1.0,0.0001375515818431912,19577,6,0.0003064820963375389,7499,1,0.00013335111348179759
2023-02-16,18479,0,0.0,1940.0,3.0,0.0015463917525773195,2003.0,0.0,0.0,7620.0,0.0,0.0,19697,2,0.00010153830532568412,7165,1,0.00013956734124214934
2023-02-17,17856,1,5.600358422939068e-05,1939.0,0.0,0.0,1811.0,0.0,0.0,6557.0,9.0,0.0013725789232880892,18314,11,0.0006006333952167741,7086,3,0.0004233700254022015
2023-02-18,11233,1,8.902341315766046e-05,1282.0,0.0,0.0,1585.0,0.0,0.0,5069.0,1.0,0.00019727756954034326,12431,3,0.00024133215348724963,4735,0,0.0
2023-02-19,12014,2,0.000166472448809722,1172.0,0.0,0.0,1202.0,0.0,0.0,4214.0,3.0,0.0007119126720455624,11962,3,0.00025079418157498745,4708,2,0.0004248088360237893
2023-02-20,17060,1,5.861664712778429e-05,1751.0,0.0,0.0,1712.0,0.0,0.0,6637.0,1.0,0.00015067048365225252,18185,1,5.4990376684080284e-05,6952,1,0.00014384349827387802
2023-02-21,16674,21,0.0012594458438287153,1869.0,0.0,0.0,1853.0,0.0,0.0,6871.0,0.0,0.0,18747,3,0.00016002560409665546,7193,0,0.0
2023-02-22,17497,1,5.715265474081271e-05,1981.0,0.0,0.0,1811.0,0.0,0.0,6649.0,1.0,0.00015039855617386073,19249,4,0.00020780300275338978,7223,1,0.00013844662882458813
2023-02-23,18091,8,0.0004422088331214416,1923.0,0.0,0.0,1963.0,0.0,0.0,7024.0,1.0,0.00014236902050113895,19895,1,5.026388539834129e-05,7362,2,0.00027166530834012495
2023-02-24,17284,2,0.00011571395510298542,1824.0,0.0,0.0,1890.0,0.0,0.0,6938.0,1.0,0.00014413375612568464,19803,1,5.049739938393173e-05,7411,0,0.0
2023-02-25,10628,1,9.40910801656003e-05,1245.0,0.0,0.0,1462.0,0.0,0.0,5206.0,3.0,0.0005762581636573184,12248,18,0.0014696276943174395,4924,3,0.0006092607636068237
2023-02-26,11738,1,8.519338899301415e-05,1220.0,0.0,0.0,1289.0,0.0,0.0,4462.0,2.0,0.00044822949350067237,12011,2,0.000166514028806927,4753,1,0.00021039343572480537
2023-02-27,16864,6,0.0003557874762808349,1766.0,0.0,0.0,2054.0,0.0,0.0,6799.0,0.0,0.0,18738,0,0.0,7096,2,0.0002818489289740699
2023-02-28,17282,5,0.00028931836592986925,1897.0,0.0,0.0,1839.0,0.0,0.0,7163.0,0.0,0.0,18974,3,0.00015811109939917783,7401,0,0.0
2023-03-01,18306,0,0.0,2011.0,0.0,0.0,2088.0,0.0,0.0,7133.0,3.0,0.00042058040095331557,19416,41,0.0021116604861969508,7709,1,0.00012971851083149564
2023-03-02,19102,0,0.0,1898.0,0.0,0.0,2031.0,0.0,0.0,7544.0,3.0,0.00039766702014846237,20117,27,0.001342148431674703,7473,1,0.00013381506757660912
